evaluations raw_y raw_y_best x0 x1
1 5.4160607289 5.4160607289 -0.833333 -0.833333
2 38.9129496178 5.4160607289 2.500000 -4.166667
3 15.5547273956 5.4160607289 -4.166667 0.833333
4 35.0569496178 5.4160607289 4.166667 -2.500000
5 2.3689496178 2.3689496178 0.833333 2.500000
6 12.5076162844 2.3689496178 -2.500000 4.166667
7 2.3381707539 2.3381707539 0.825547 2.493614
8 2.2723987871 2.2723987871 0.809173 2.479377
9 2.1734100489 2.1734100489 0.784192 2.457434
10 2.0634858048 2.0634858048 0.756023 2.432217
11 1.9575135817 1.9575135817 0.729860 2.405522
12 1.8668686484 1.8668686484 0.727729 2.360475
13 1.8218129267 1.8218129267 0.741858 2.320446
14 1.7989169629 1.7989169629 0.748681 2.299730
15 1.7757486453 1.7757486453 0.748927 2.286111
16 1.7448083261 1.7448083261 0.746688 2.270663
17 1.6543803466 1.6543803466 0.718861 2.249872
18 1.4921827953 1.4921827953 0.661321 2.217745
19 1.3266940599 1.3266940599 0.597080 2.185390
20 1.1931644810 1.1931644810 0.538823 2.161219
21 1.0800704149 1.0800704149 0.484345 2.141810
22 0.9777313640 0.9777313640 0.430713 2.124463
23 0.8837772626 0.8837772626 0.377820 2.107905
24 0.7957754881 0.7957754881 0.326942 2.089410
25 0.6999805180 0.6999805180 0.285326 2.052248
26 0.6069250500 0.6069250500 0.264332 1.993560
27 0.5476658514 0.5476658514 0.263610 1.939661
28 0.5217471788 0.5217471788 0.271916 1.904730
29 0.5116300847 0.5116300847 0.278191 1.886794
30 0.5042345200 0.5042345200 0.279303 1.877397
31 0.4946748884 0.4946748884 0.277630 1.868787
32 0.4624131900 0.4624131900 0.257142 1.856987
33 0.3977230542 0.3977230542 0.208292 1.838282
34 0.3314265172 0.3314265172 0.153445 1.817044
35 0.2834812669 0.2834812669 0.107748 1.802015
36 0.2502867894 0.2502867894 0.071344 1.792340
37 0.2258119536 0.2258119536 0.040218 1.786362
38 0.2091313596 0.2091313596 0.012029 1.786164
39 0.2055767412 0.2055767412 -0.009979 1.797382
40 0.2020337706 0.2020337706 -0.016186 1.796862
41 0.1865303477 0.1865303477 -0.021898 1.779467
42 0.1555804779 0.1555804779 -0.030178 1.739279
43 0.1259727745 0.1259727745 -0.039690 1.696418
44 0.1067572961 0.1067572961 -0.045286 1.663815
45 0.0958508033 0.0958508033 -0.047708 1.642344
46 0.0895071131 0.0895071131 -0.048672 1.628335
47 0.0853627782 0.0853627782 -0.049294 1.618627
48 0.0820414197 0.0820414197 -0.050401 1.611188
49 0.0734814832 0.0734814832 -0.068012 1.607863
50 0.0610014943 0.0610014943 -0.100272 1.606035
51 0.0513480139 0.0513480139 -0.128226 1.602981
52 0.0458730700 0.0458730700 -0.146380 1.600849
53 0.0429938692 0.0429938692 -0.156617 1.599400
54 0.0412904665 0.0412904665 -0.162422 1.598104
55 0.0400379715 0.0400379715 -0.166192 1.596729
56 0.0389022190 0.0389022190 -0.169234 1.595187
57 0.0377336485 0.0377336485 -0.172053 1.593354
58 0.0363613631 0.0363613631 -0.174950 1.590887
59 0.0343103890 0.0343103890 -0.177824 1.586241
60 0.0296229763 0.0296229763 -0.178085 1.571246
61 0.0236650324 0.0236650324 -0.177508 1.548981
62 0.0191437273 0.0191437273 -0.177895 1.529680
63 0.0165602292 0.0165602292 -0.178441 1.517178
64 0.0152142648 0.0152142648 -0.178979 1.510205
65 0.0144588805 0.0144588805 -0.179600 1.506372
66 0.0139505164 0.0139505164 -0.180281 1.503972
67 0.0135458771 0.0135458771 -0.181019 1.502223
68 0.0131750257 0.0131750257 -0.181805 1.500699
69 0.0128180183 0.0128180183 -0.182646 1.499291
70 0.0124609871 0.0124609871 -0.183563 1.497931
71 0.0120825775 0.0120825775 -0.184594 1.496518
72 0.0116774368 0.0116774368 -0.185804 1.495078
73 0.0112263877 0.0112263877 -0.187334 1.493627
74 0.0106575903 0.0106575903 -0.189636 1.492128
75 0.0097789708 0.0097789708 -0.194396 1.490922
76 0.0083895202 0.0083895202 -0.204625 1.490887
77 0.0070873018 0.0070873018 -0.216137 1.490932
78 0.0062651161 0.0062651161 -0.224450 1.490615
79 0.0058236465 0.0058236465 -0.229246 1.490205
80 0.0055795272 0.0055795272 -0.231832 1.489792
81 0.0054203415 0.0054203415 -0.233354 1.489382
82 0.0052980390 0.0052980390 -0.234395 1.488976
83 0.0051891430 0.0051891430 -0.235272 1.488574
84 0.0050874194 0.0050874194 -0.236068 1.488173
85 0.0049882593 0.0049882593 -0.236859 1.487778
86 0.0048911557 0.0048911557 -0.237648 1.487386
87 0.0048004458 0.0048004458 -0.238356 1.486996
88 0.0047115987 0.0047115987 -0.239062 1.486608
89 0.0046242771 0.0046242771 -0.239766 1.486223
90 0.0045428611 0.0045428611 -0.240388 1.485838
91 0.0044587101 0.0044587101 -0.241090 1.485457
92 0.0043795508 0.0043795508 -0.241713 1.485074
93 0.0043019903 0.0043019903 -0.242334 1.484693
94 0.0042210688 0.0042210688 -0.243042 1.484311
95 0.0041455803 0.0041455803 -0.243662 1.483930
96 0.0040709112 0.0040709112 -0.244285 1.483547
97 0.0039971980 0.0039971980 -0.244908 1.483163
98 0.0039280486 0.0039280486 -0.245437 1.482774
99 0.0038558162 0.0038558162 -0.246060 1.482386
100 0.0037843059 0.0037843059 -0.246687 1.481996
