evaluations raw_y raw_y_best x0 x1
1 13.5227017244 13.5227017244 2.500000 -0.833333
2 10.0951461689 10.0951461689 -0.833333 0.833333
3 82.2924795022 10.0951461689 -4.166667 -4.166667
4 8.0924795022 8.0924795022 4.166667 4.166667
5 28.3627017244 8.0924795022 0.833333 -2.500000
6 17.6782572800 8.0924795022 -2.500000 2.500000
7 8.0818689167 8.0818689167 4.165736 4.164534
8 8.0225633848 8.0225633848 4.160567 4.152489
9 7.8726665970 7.8726665970 4.147350 4.121754
10 7.6581561290 7.6581561290 4.128079 4.076956
11 7.4364910894 7.4364910894 4.107702 4.029580
12 7.2195294401 7.2195294401 4.087263 3.982073
13 6.9654596723 6.9654596723 4.059465 3.931326
14 6.6022113308 6.6022113308 4.004396 3.885338
15 6.1825332500 6.1825332500 3.926219 3.856210
16 5.8272227257 5.8272227257 3.847001 3.852406
17 5.5709477344 5.5709477344 3.778806 3.867045
18 5.3992190144 5.3992190144 3.723977 3.890881
19 5.2894066013 5.2894066013 3.681826 3.916698
20 5.2115741201 5.2115741201 3.649162 3.938355
21 5.0633423176 5.0633423176 3.611057 3.937978
22 4.7445925767 4.7445925767 3.547531 3.903846
23 4.3701413860 4.3701413860 3.478414 3.848815
24 4.0614230543 4.0614230543 3.426790 3.788911
25 3.8051151879 3.8051151879 3.387320 3.728471
26 3.5828074438 3.5828074438 3.355511 3.667059
27 3.3937757493 3.3937757493 3.331117 3.605367
28 3.2476379847 3.2476379847 3.316588 3.545089
29 3.1664969317 3.1664969317 3.317111 3.490787
30 3.1641595154 3.1641595154 3.331591 3.456354
31 3.1389231174 3.1389231174 3.325355 3.452863
32 3.0427374245 3.0427374245 3.301478 3.439119
33 2.8071363900 2.8071363900 3.235680 3.417758
34 2.5390807192 2.5390807192 3.154974 3.397702
35 2.3212630837 2.3212630837 3.083209 3.386969
36 2.1324495593 2.1324495593 3.016231 3.380941
37 1.9586217563 1.9586217563 2.950197 3.377790
38 1.8011462853 1.8011462853 2.885700 3.377827
39 1.6666492075 1.6666492075 2.824398 3.383828
40 1.5771917391 1.5771917391 2.771167 3.405529
41 1.5669198959 1.5669198959 2.743120 3.442320
42 1.5644248334 1.5644248334 2.738690 3.447219
43 1.5546383092 1.5546383092 2.734724 3.446106
44 1.5445412198 1.5445412198 2.727979 3.448894
45 1.4760608748 1.4760608748 2.708766 3.427499
46 1.3334823995 1.3334823995 2.665711 3.383446
47 1.1859871902 1.1859871902 2.619422 3.333781
48 1.0698857523 1.0698857523 2.582250 3.289863
49 0.9713719422 0.9713719422 2.549672 3.249145
50 0.8794567304 0.8794567304 2.517791 3.208445
51 0.7922946913 0.7922946913 2.485206 3.168371
52 0.7031705290 0.7031705290 2.441981 3.139745
53 0.6198198252 0.6198198252 2.383782 3.139746
54 0.5717066583 0.5717066583 2.337777 3.156267
55 0.5548279986 0.5548279986 2.314016 3.172180
56 0.5499874899 0.5499874899 2.305022 3.179528
57 0.5466550566 0.5466550566 2.301206 3.181050
58 0.5430237329 0.5430237329 2.297841 3.181548
59 0.5386567211 0.5386567211 2.293923 3.181933
60 0.5315525628 0.5315525628 2.288471 3.181202
61 0.4979334493 0.4979334493 2.275674 3.158732
62 0.4384497396 0.4384497396 2.250329 3.118594
63 0.3806054637 0.3806054637 2.222634 3.077852
64 0.3382485567 0.3382485567 2.200903 3.045250
65 0.3077311490 0.3077311490 2.184276 3.019962
66 0.2828277736 0.2828277736 2.169519 2.998849
67 0.2516142577 0.2516142577 2.139774 2.990547
68 0.2193922968 0.2193922968 2.097597 2.997593
69 0.1988597647 0.1988597647 2.065635 3.005840
70 0.1889059603 0.1889059603 2.047167 3.012394
71 0.1843836610 0.1843836610 2.037777 3.016195
72 0.1818599933 0.1818599933 2.032820 3.017784
73 0.1798404108 0.1798404108 2.029461 3.018215
74 0.1777818092 0.1777818092 2.026382 3.018178
75 0.1753551467 0.1753551467 2.023004 3.017776
76 0.1711088684 0.1711088684 2.018516 3.015215
77 0.1556459862 0.1556459862 2.011403 2.993257
78 0.1343048916 0.1343048916 1.998793 2.962818
79 0.1164708065 0.1164708065 1.986253 2.935998
80 0.1048465923 0.1048465923 1.977215 2.917108
81 0.0977886333 0.0977886333 1.971274 2.905042
82 0.0932811013 0.0932811013 1.967118 2.897359
83 0.0899843185 0.0899843185 1.963680 2.892165
84 0.0870036964 0.0870036964 1.960012 2.888329
85 0.0830261513 0.0830261513 1.953562 2.885964
86 0.0749334895 0.0749334895 1.935292 2.889569
87 0.0658550670 0.0658550670 1.912690 2.893931
88 0.0590642524 0.0590642524 1.894318 2.896801
89 0.0549174521 0.0549174521 1.882203 2.898529
90 0.0525212782 0.0525212782 1.874910 2.899415
91 0.0510543912 0.0510543912 1.870482 2.899731
92 0.0500268073 0.0500268073 1.867523 2.899700
93 0.0491882098 0.0491882098 1.865241 2.899477
94 0.0484188635 0.0484188635 1.863239 2.899133
95 0.0476584407 0.0476584407 1.861315 2.898703
96 0.0468693640 0.0468693640 1.859369 2.898171
97 0.0460035913 0.0460035913 1.857286 2.897495
98 0.0449964882 0.0449964882 1.854987 2.896527
99 0.0436271150 0.0436271150 1.852280 2.894674
100 0.0404133233 0.0404133233 1.849112 2.886403
