evaluations raw_y raw_y_best x0 x1
1 1624.7518822678 1624.7518822678 -1.500000 1.500000
2 42.2200586289 42.2200586289 3.500000 4.500000
3 9405.7149774951 42.2200586289 -3.500000 2.500000
4 202.1292970935 42.2200586289 0.500000 -3.500000
5 233.3313377108 42.2200586289 2.500000 -2.500000
6 276.8973991827 42.2200586289 1.500000 -1.500000
7 1317.0555456725 42.2200586289 -0.500000 -4.500000
8 24.8417135556 24.8417135556 4.500000 0.500000
9 7198.2768026568 24.8417135556 -2.500000 3.500000
10 14809.0418381645 24.8417135556 -4.500000 -0.500000
11 314.7318558183 24.8417135556 1.733032 -2.275242
12 68.9278330662 24.8417135556 2.263259 -1.745860
13 242.0011553952 24.8417135556 1.314321 -3.241792
14 237.2055929814 24.8417135556 0.733642 -2.660607
15 10.6596347792 10.6596347792 3.682303 3.768342
16 49.1936885775 10.6596347792 4.236330 4.286458
17 21.5934061539 10.6596347792 3.929008 -0.061004
18 12.4588682849 10.6596347792 3.731990 0.710266
19 33.3015290872 10.6596347792 3.020106 0.029323
20 102.9224455175 10.6596347792 3.011826 -0.917601
21 77.8680301474 10.6596347792 2.173102 -0.666402
22 64.5034748271 10.6596347792 3.288047 -1.887075
23 35.1002118828 10.6596347792 4.543131 3.354545
24 33.2371845725 10.6596347792 4.025505 -1.161892
25 15.5211996055 10.6596347792 4.262822 -2.111771
26 133.5328416073 10.6596347792 3.621551 -2.835074
27 67.5191555018 10.6596347792 4.873724 -0.536238
28 75.5793052114 10.6596347792 2.097148 0.438273
29 203.0455174848 10.6596347792 1.265351 -0.179361
30 16.9972209809 10.6596347792 5.000000 -1.498425
31 9.8394906172 9.8394906172 3.904508 2.533461
32 16.8541958965 9.8394906172 4.385124 1.624583
33 44.9857207327 9.8394906172 4.898861 2.426357
34 21.1133241615 9.8394906172 5.000000 -2.775298
35 45.1708948783 9.8394906172 3.180301 1.626849
36 68.2902612340 9.8394906172 2.857051 2.763280
37 49.7200345162 9.8394906172 4.422271 -3.587928
38 17.6164050162 9.8394906172 5.000000 -4.432161
39 227.2110351561 9.8394906172 2.120316 1.716943
40 112.9367419174 9.8394906172 3.996515 -4.578659
41 115.9676307370 9.8394906172 3.107531 -3.859065
42 139.8221147815 9.8394906172 5.000000 5.000000
43 86.9318756183 9.8394906172 2.781067 0.911054
44 100.6198246300 9.8394906172 2.556478 3.866412
45 104.7917435890 9.8394906172 1.765500 2.998747
46 899.7528263647 9.8394906172 0.242571 -1.095087
47 466.9495306561 9.8394906172 1.078566 1.030505
48 285.0909900271 9.8394906172 2.821047 -4.951438
49 235.2763632262 9.8394906172 1.418251 4.085706
50 1262.1810215979 9.8394906172 -0.501137 -2.690922
51 84.0802572755 9.8394906172 4.109857 5.000000
52 355.9258272409 9.8394906172 1.910025 -4.258104
53 944.9631279132 9.8394906172 0.671861 3.103630
54 148.9172813035 9.8394906172 2.352874 4.995603
55 499.3746921195 9.8394906172 1.089800 5.000000
56 53.8005202091 9.8394906172 5.000000 4.049560
57 3916.3071757964 9.8394906172 -5.000000 -5.000000
58 169.6934184011 9.8394906172 1.094315 -5.000000
59 602.0062599380 9.8394906172 0.966374 -4.188173
60 248.5244981495 9.8394906172 2.373112 -3.404115
61 909.2519099609 9.8394906172 0.060022 0.339558
62 2060.4903367863 9.8394906172 -0.230900 5.000000
63 37.7368897324 9.8394906172 5.000000 1.202414
64 50.1114655223 9.8394906172 4.658715 -5.000000
65 2742.0041793892 9.8394906172 -2.620087 -3.524286
66 539.1288425144 9.8394906172 1.286806 2.118723
67 20138.6593171310 9.8394906172 -5.000000 5.000000
68 781.0074598884 9.8394906172 -1.280697 -0.699386
69 1.4132949908 1.4132949908 3.464488 3.123065
70 366.1813948253 1.4132949908 0.071087 1.756400
71 24.2461679188 1.4132949908 4.345497 -2.855803
72 142.8370925197 1.4132949908 1.926561 -5.000000
73 6.4552082469 1.4132949908 3.087655 5.000000
74 1407.6377661989 1.4132949908 -1.849736 -1.733401
75 130.6458588282 1.4132949908 3.770627 -3.704519
76 191.3168300003 1.4132949908 2.227046 2.434757
77 56.6849123791 1.4132949908 5.000000 0.182535
78 37.2876668564 1.4132949908 5.000000 -2.141555
79 1248.9712601142 1.4132949908 -0.433673 2.621868
80 88.8373658783 1.4132949908 2.040106 4.385890
81 927.8072033776 1.4132949908 -1.902345 -5.000000
82 4723.2034200977 1.4132949908 -5.000000 -3.030356
83 10.6345166462 1.4132949908 3.782659 1.407553
84 1829.8730402836 1.4132949908 -1.865868 0.181306
85 28.0850445592 1.4132949908 5.000000 -3.614154
86 54.3233892306 1.4132949908 2.811741 4.450709
87 17.2975122228 1.4132949908 3.310864 2.263156
88 835.0341650566 1.4132949908 0.329393 -5.000000
89 87.1170863934 1.4132949908 3.594589 -0.603109
90 156.8320114578 1.4132949908 1.878932 1.051725
91 277.6889105635 1.4132949908 1.955411 3.600644
92 61.8797658989 1.4132949908 3.561034 -5.000000
93 5512.0058743534 1.4132949908 -3.090613 -5.000000
94 146.6611468306 1.4132949908 1.428317 -0.810887
95 183.7173217041 1.4132949908 0.738177 -1.880858
96 220.6059598860 1.4132949908 3.024882 -3.136585
97 566.6137134274 1.4132949908 -0.663855 -1.525035
98 204.6091596054 1.4132949908 3.318414 -4.442250
99 4.4490094041 1.4132949908 4.304365 -0.578029
100 51.7181533738 1.4132949908 5.000000 3.092954
