evaluations raw_y raw_y_best x0 x1
1 4.6394062222 4.6394062222 -0.833333 -0.833333
2 51.1816284444 4.6394062222 -2.500000 4.166667
3 21.5194062222 4.6394062222 -4.166667 0.833333
4 5.2456284444 4.6394062222 0.833333 -2.500000
5 32.8100728889 4.6394062222 4.166667 -4.166667
6 44.5931840000 4.6394062222 2.500000 2.500000
7 4.5668657288 4.5668657288 -0.808733 -0.858104
8 4.5268469074 4.5268469074 -0.794743 -0.872155
9 4.4969815239 4.4969815239 -0.784064 -0.882842
10 4.4712204963 4.4712204963 -0.774370 -0.892307
11 4.5120409206 4.4712204963 -0.755214 -0.888415
12 4.3584128833 4.3584128833 -0.782828 -0.917786
13 4.1594563124 4.1594563124 -0.804635 -0.961430
14 3.9453801767 3.9453801767 -0.833415 -1.008139
15 3.7535188111 3.7535188111 -0.864918 -1.049660
16 3.5694350503 3.5694350503 -0.899573 -1.089627
17 3.3757893977 3.3757893977 -0.937571 -1.132953
18 3.1653892999 3.1653892999 -0.975026 -1.183196
19 2.9338690255 2.9338690255 -1.003083 -1.244461
20 2.6957812531 2.6957812531 -1.010291 -1.315863
21 2.4991115464 2.4991115464 -0.993384 -1.383619
22 2.3770248160 2.3770248160 -0.961960 -1.433700
23 2.3213045619 2.3213045619 -0.930500 -1.463064
24 2.3002652530 2.3002652530 -0.910160 -1.477485
25 2.2829892346 2.2829892346 -0.901887 -1.486545
26 2.2533964420 2.2533964420 -0.897275 -1.498718
27 2.1373277874 2.1373277874 -0.915464 -1.533753
28 1.9327540121 1.9327540121 -0.949627 -1.597644
29 1.7357886446 1.7357886446 -0.988736 -1.660968
30 1.5779541355 1.5779541355 -1.026421 -1.712948
31 1.4410708268 1.4410708268 -1.063738 -1.759486
32 1.3160890260 1.3160890260 -1.101779 -1.803641
33 1.2033546916 1.2033546916 -1.140521 -1.845035
34 1.1095710013 1.1095710013 -1.182227 -1.879611
35 1.0669018298 1.0669018298 -1.232690 -1.889964
36 1.0753512685 1.0669018298 -1.261183 -1.880967
37 1.0613791753 1.0613791753 -1.261265 -1.887795
38 1.0454986442 1.0454986442 -1.264536 -1.895115
39 0.9788651648 0.9788651648 -1.261478 -1.929136
40 0.8679813050 0.8679813050 -1.256545 -1.988539
41 0.7650317461 0.7650317461 -1.249236 -2.047930
42 0.6869123019 0.6869123019 -1.240467 -2.096655
43 0.6232856098 0.6232856098 -1.230826 -2.139313
44 0.5669319845 0.5669319845 -1.219412 -2.180083
45 0.5223966154 0.5223966154 -1.200219 -2.217312
46 0.5114275420 0.5114275420 -1.165690 -2.237508
47 0.5113016819 0.5113016819 -1.155222 -2.241695
48 0.5034327885 0.5034327885 -1.158682 -2.246262
49 0.4779679332 0.4779679332 -1.167590 -2.262286
50 0.4216960407 0.4216960407 -1.197479 -2.295826
51 0.3618325249 0.3618325249 -1.231103 -2.334769
52 0.3181189277 0.3181189277 -1.259757 -2.365060
53 0.2887680438 0.2887680438 -1.282393 -2.386359
54 0.2680109085 0.2680109085 -1.301677 -2.401794
55 0.2542758889 0.2542758889 -1.321109 -2.411295
56 0.2510533643 0.2510533643 -1.340712 -2.410990
57 0.2484414532 0.2484414532 -1.345383 -2.412900
58 0.2448737706 0.2448737706 -1.348778 -2.416022
59 0.2246411471 0.2246411471 -1.339620 -2.438641
60 0.1915126682 0.1915126682 -1.326760 -2.478202
61 0.1622712427 0.1622712427 -1.315729 -2.516715
62 0.1432600992 0.1432600992 -1.307284 -2.544526
63 0.1317932541 0.1317932541 -1.301444 -2.562748
64 0.1243489667 0.1243489667 -1.297711 -2.575149
65 0.1184483695 0.1184483695 -1.296032 -2.584849
66 0.1079173630 0.1079173630 -1.308210 -2.596989
67 0.0930323422 0.0930323422 -1.335075 -2.612882
68 0.0811311768 0.0811311768 -1.358049 -2.627763
69 0.0739868640 0.0739868640 -1.373457 -2.637746
70 0.0700741075 0.0700741075 -1.382481 -2.643673
71 0.0677774130 0.0677774130 -1.387586 -2.647386
72 0.0661747522 0.0661747522 -1.390651 -2.650128
73 0.0648094117 0.0648094117 -1.392802 -2.652567
74 0.0634499944 0.0634499944 -1.394588 -2.655075
75 0.0619200018 0.0619200018 -1.396192 -2.657982
76 0.0598310997 0.0598310997 -1.397380 -2.662120
77 0.0546213578 0.0546213578 -1.393101 -2.673535
78 0.0462754137 0.0462754137 -1.382639 -2.693895
79 0.0387889054 0.0387889054 -1.373898 -2.714317
80 0.0338750913 0.0338750913 -1.368091 -2.729257
81 0.0310508502 0.0310508502 -1.364786 -2.738527
82 0.0294187529 0.0294187529 -1.363137 -2.744064
83 0.0283645758 0.0283645758 -1.362429 -2.747621
84 0.0275678010 0.0275678010 -1.362219 -2.750242
85 0.0268713359 0.0268713359 -1.362291 -2.752472
86 0.0261878285 0.0261878285 -1.362562 -2.754616
87 0.0254682276 0.0254682276 -1.363028 -2.756836
88 0.0246520718 0.0246520718 -1.363842 -2.759286
89 0.0236070320 0.0236070320 -1.365494 -2.762253
90 0.0218793571 0.0218793571 -1.370258 -2.766586
91 0.0191995870 0.0191995870 -1.380977 -2.772883
92 0.0166096973 0.0166096973 -1.392585 -2.779848
93 0.0148270844 0.0148270844 -1.401112 -2.785436
94 0.0137729085 0.0137729085 -1.406337 -2.789137
95 0.0131606193 0.0131606193 -1.409279 -2.791460
96 0.0127695143 0.0127695143 -1.410960 -2.793027
97 0.0124785326 0.0124785326 -1.412051 -2.794236
98 0.0122350828 0.0122350828 -1.412845 -2.795274
99 0.0120323514 0.0120323514 -1.413499 -2.796151
100 0.0118091793 0.0118091793 -1.414045 -2.797140
