evaluations raw_y raw_y_best x0 x1
1 577.6529087194 577.6529087194 1.500000 3.500000
2 356.0609923117 356.0609923117 -2.500000 -2.500000
3 126.0447828827 126.0447828827 3.500000 -1.500000
4 71.3974945866 71.3974945866 0.500000 -0.500000
5 69.9914198068 69.9914198068 -1.500000 2.500000
6 38.9651302116 38.9651302116 -0.500000 1.500000
7 524.9619511220 38.9651302116 2.500000 4.500000
8 55.7537621117 38.9651302116 -4.500000 0.500000
9 474.4444444916 38.9651302116 4.500000 -3.500000
10 315.1999493784 38.9651302116 -3.500000 -4.500000
11 3.7603029020 3.7603029020 -0.960836 1.927017
12 12.5500348725 3.7603029020 -1.189159 1.469058
13 3.9953174228 3.7603029020 -1.539843 1.859683
14 121.6798910663 3.7603029020 -0.149909 0.425509
15 34.4561839714 3.7603029020 -1.976321 1.321761
16 5.4868920997 3.7603029020 -2.289521 1.973879
17 28.1534775852 3.7603029020 -2.834541 1.531465
18 7.7997275773 3.7603029020 -2.957227 2.275967
19 22.5244349527 3.7603029020 -3.627404 1.855026
20 57.7198477666 3.7603029020 -3.732136 1.032322
21 16.8507465441 3.7603029020 -3.639259 2.671840
22 38.5296035598 3.7603029020 -2.921009 3.053608
23 0.9992455357 0.9992455357 -4.435076 2.126207
24 46.5844783183 0.9992455357 -4.614558 1.463448
25 23.9208842869 0.9992455357 -4.510394 2.851008
26 5.5280155778 0.9992455357 -5.000000 2.324707
27 205.0746540134 0.9992455357 -3.791399 3.628199
28 177.0969429117 0.9992455357 -2.748861 0.407763
29 214.1564980722 0.9992455357 1.248001 -1.332179
30 30.2916799446 0.9992455357 -2.418440 2.615693
31 17.8117917153 0.9992455357 -4.065509 2.389646
32 399.2503052131 0.9992455357 -2.010253 3.773514
33 287.2210616429 0.9992455357 -5.000000 -0.426471
34 55.7388200537 0.9992455357 -0.354499 2.276402
35 329.9736300469 0.9992455357 -0.440528 -0.896834
36 38.8235645719 0.9992455357 4.154303 0.118409
37 68.7478326866 0.9992455357 4.977209 0.139919
38 37.1563907348 0.9992455357 4.312705 0.928853
39 86.7426875411 0.9992455357 5.000000 1.405143
40 45.7340473639 0.9992455357 1.023483 0.190380
41 99.0852937565 0.9992455357 3.459644 0.676906
42 83.6669840406 0.9992455357 3.997610 1.842875
43 213.8166476042 0.9992455357 4.523235 -0.712824
44 47.7442850781 0.9992455357 0.781779 1.133735
45 573.1327461666 0.9992455357 0.689969 -5.000000
46 40.0980723488 0.9992455357 1.648652 0.872269
47 516.4695010080 0.9992455357 4.993298 2.770187
48 82.9012524989 0.9992455357 2.016943 0.134306
49 73.6918197614 0.9992455357 -3.123952 2.655348
50 7.8500913380 0.9992455357 -4.649243 2.434606
51 4.5930066157 0.9992455357 -2.728599 2.001390
52 7.8961683795 0.9992455357 2.418362 1.369623
53 59.9464417146 0.9992455357 3.005490 1.698368
54 19.6678449713 0.9992455357 1.838661 1.572849
55 85.3748142137 0.9992455357 -5.000000 2.961505
56 32.5799634687 0.9992455357 -5.000000 1.897358
57 87.4088941385 0.9992455357 2.336750 0.890729
58 52.7722106999 0.9992455357 2.335508 1.812549
59 45.5121981411 0.9992455357 4.898669 0.736275
60 6.5465501083 0.9992455357 0.390563 1.801790
61 199.3766836294 0.9992455357 -5.000000 5.000000
62 19.4721773152 0.9992455357 1.038279 1.734476
63 322.3117558028 0.9992455357 -5.000000 -2.832971
64 1472.2057848699 0.9992455357 5.000000 5.000000
65 60.2070124727 0.9992455357 3.010786 -0.464209
66 111.4655550636 0.9992455357 -1.359363 0.661221
67 354.8480326644 0.9992455357 -0.334950 -2.997457
68 209.7225190713 0.9992455357 2.515745 -1.108230
69 144.5314719277 0.9992455357 2.278587 -3.109627
70 190.2059516592 0.9992455357 3.553776 -0.166395
71 46.0313987684 0.9992455357 0.152349 1.358513
72 202.3063032047 0.9992455357 3.035247 -5.000000
73 681.0521566689 0.9992455357 -0.273740 5.000000
74 84.8085226724 0.9992455357 -5.000000 0.904407
75 761.1414894807 0.9992455357 -1.669971 -5.000000
76 99.3036353270 0.9992455357 -3.799969 0.122590
77 11.7345014359 0.9992455357 1.355066 1.331884
78 120.3739233198 0.9992455357 4.452166 0.426184
79 7.8024133570 0.9992455357 3.795899 1.283133
80 233.0016233409 0.9992455357 -5.000000 -5.000000
81 53.4791382392 0.9992455357 0.459357 2.329246
82 8.7676863273 0.9992455357 -3.168433 1.908879
83 329.4794985858 0.9992455357 -3.318804 -0.945556
84 19.4301138408 0.9992455357 4.270465 1.354339
85 93.5430150855 0.9992455357 1.262813 -0.353849
86 142.1085271214 0.9992455357 -4.271276 0.966139
87 20.4083542122 0.9992455357 -3.328510 1.364564
88 6.6590079970 0.9992455357 -1.940519 2.172168
89 748.6132057873 0.9992455357 -3.355536 5.000000
90 58.2290684544 0.9992455357 -4.015813 2.876461
91 185.5143572844 0.9992455357 0.503116 0.133435
92 102.9548668909 0.9992455357 1.404441 0.400441
93 509.1651049092 0.9992455357 5.000000 -5.000000
94 6.9401887272 0.9992455357 -0.035403 1.883546
95 83.3354777725 0.9992455357 -0.690774 0.914969
96 83.4782584410 0.9992455357 2.586024 -0.142444
97 481.1998124436 0.9992455357 3.088396 -2.430836
98 203.5925338877 0.9992455357 1.391418 -3.093896
99 663.3052632617 0.9992455357 2.295996 -3.998626
100 39.4981155859 0.9992455357 3.063426 1.205281
