evaluations raw_y raw_y_best x0 x1
1 20.1414377956 20.1414377956 0.833333 -4.166667
2 0.9387711289 0.9387711289 -0.833333 0.833333
3 11.8018822400 0.9387711289 2.500000 2.500000
4 13.3138822400 0.9387711289 -2.500000 -2.500000
5 19.1334377956 0.9387711289 4.166667 -0.833333
6 32.2401044622 0.9387711289 -4.166667 4.166667
7 0.9270142357 0.9270142357 -0.827331 0.831090
8 0.9027581043 0.9027581043 -0.814331 0.827004
9 0.8671032910 0.8671032910 -0.794749 0.821002
10 0.8282447780 0.8282447780 -0.772609 0.814596
11 0.7950384718 0.7950384718 -0.750441 0.812163
12 0.7899746545 0.7899746545 -0.730300 0.830422
13 0.7836599106 0.7836599106 -0.724167 0.831801
14 0.7790788856 0.7790788856 -0.717600 0.835004
15 0.7732130864 0.7732130864 -0.711647 0.836426
16 0.7725636206 0.7725636206 -0.705634 0.842110
17 0.7483984503 0.7483984503 -0.699930 0.828089
18 0.6896784192 0.6896784192 -0.687258 0.791045
19 0.6240665933 0.6240665933 -0.673510 0.745690
20 0.5735513899 0.5735513899 -0.663060 0.707427
21 0.5353706049 0.5353706049 -0.654332 0.677252
22 0.4994587733 0.4994587733 -0.643405 0.650394
23 0.4507107155 0.4507107155 -0.618673 0.624338
24 0.3837233694 0.3837233694 -0.569304 0.603717
25 0.3224758082 0.3224758082 -0.514271 0.590070
26 0.2813226263 0.2813226263 -0.468351 0.585786
27 0.2575675345 0.2575675345 -0.434654 0.587873
28 0.2450306503 0.2450306503 -0.411647 0.592566
29 0.2381511369 0.2381511369 -0.396963 0.596302
30 0.2319410643 0.2319410643 -0.386767 0.596594
31 0.2097351722 0.2097351722 -0.376803 0.574025
32 0.1726793958 0.1726793958 -0.361808 0.530407
33 0.1398696662 0.1398696662 -0.347132 0.486438
34 0.1188817740 0.1188817740 -0.337960 0.453116
35 0.1063344165 0.1063344165 -0.332755 0.430043
36 0.0981866556 0.0981866556 -0.329316 0.413532
37 0.0918631848 0.0918631848 -0.325834 0.400758
38 0.0798187983 0.0798187983 -0.304855 0.394763
39 0.0640976421 0.0640976421 -0.268492 0.393383
40 0.0526328925 0.0526328925 -0.237464 0.391768
41 0.0463731544 0.0463731544 -0.217580 0.390954
42 0.0430755614 0.0430755614 -0.206401 0.390108
43 0.0409557416 0.0409557416 -0.199770 0.388730
44 0.0391466379 0.0391466379 -0.194947 0.386707
45 0.0371712407 0.0371712407 -0.190578 0.383646
46 0.0341406024 0.0341406024 -0.186415 0.376746
47 0.0282048519 0.0282048519 -0.184521 0.356845
48 0.0221655284 0.0221655284 -0.182371 0.332977
49 0.0182254366 0.0182254366 -0.180199 0.314799
50 0.0161466396 0.0161466396 -0.178610 0.304036
51 0.0150295476 0.0150295476 -0.177336 0.298157
52 0.0143014736 0.0143014736 -0.176136 0.294587
53 0.0137360262 0.0137360262 -0.174923 0.292093
54 0.0132345065 0.0132345065 -0.173659 0.290071
55 0.0127481175 0.0127481175 -0.172313 0.288212
56 0.0122464147 0.0122464147 -0.170829 0.286353
57 0.0117179407 0.0117179407 -0.169126 0.284514
58 0.0111084669 0.0111084669 -0.166976 0.282559
59 0.0103456912 0.0103456912 -0.163819 0.280663
60 0.0091886495 0.0091886495 -0.157664 0.279475
61 0.0074859463 0.0074859463 -0.145940 0.280015
62 0.0059745141 0.0059745141 -0.133401 0.280639
63 0.0050409984 0.0050409984 -0.124401 0.280680
64 0.0045515715 0.0045515715 -0.119349 0.280356
65 0.0042709953 0.0042709953 -0.116573 0.279856
66 0.0040682140 0.0040682140 -0.114722 0.279285
67 0.0039123284 0.0039123284 -0.113478 0.278666
68 0.0037602702 0.0037602702 -0.112242 0.278041
69 0.0036307621 0.0036307621 -0.111314 0.277392
70 0.0034850005 0.0034850005 -0.110088 0.276754
71 0.0033600007 0.0033600007 -0.109172 0.276084
72 0.0032370077 0.0032370077 -0.108261 0.275405
73 0.0031155334 0.0031155334 -0.107360 0.274708
74 0.0029951396 0.0029951396 -0.106463 0.273992
75 0.0028752491 0.0028752491 -0.105576 0.273246
76 0.0027556161 0.0027556161 -0.104697 0.272468
77 0.0026356871 0.0026356871 -0.103833 0.271645
78 0.0025147424 0.0025147424 -0.102982 0.270770
79 0.0023919216 0.0023919216 -0.102157 0.269820
80 0.0022660227 0.0022660227 -0.101366 0.268774
81 0.0021355655 0.0021355655 -0.100628 0.267595
82 0.0019985992 0.0019985992 -0.099974 0.266230
83 0.0018530699 0.0018530699 -0.099449 0.264607
84 0.0016525466 0.0016525466 -0.098996 0.262057
85 0.0014392248 0.0014392248 -0.099089 0.258699
86 0.0012529409 0.0012529409 -0.099490 0.255168
87 0.0011066325 0.0011066325 -0.099884 0.251953
88 0.0009913678 0.0009913678 -0.100199 0.249068
89 0.0009196422 0.0009196422 -0.100273 0.247200
90 0.0008760311 0.0008760311 -0.100148 0.246191
91 0.0008351291 0.0008351291 -0.100014 0.245212
92 0.0008139806 0.0008139806 -0.099713 0.245000
93 0.0007759743 0.0007759743 -0.099564 0.244056
94 0.0007564563 0.0007564563 -0.099268 0.243863
95 0.0007216297 0.0007216297 -0.099120 0.242948
96 0.0007029879 0.0007029879 -0.098820 0.242768
97 0.0006850470 0.0006850470 -0.098527 0.242594
98 0.0006532285 0.0006532285 -0.098374 0.241704
99 0.0006364423 0.0006364423 -0.098086 0.241540
100 0.0006069642 0.0006069642 -0.097934 0.240661
