evaluations raw_y raw_y_best x0 x1
1 23.3629219556 23.3629219556 4.166667 -4.166667
2 19.8215886222 19.8215886222 -0.833333 0.833333
3 11.2118108444 11.2118108444 0.833333 2.500000
4 11.0713664000 11.0713664000 2.500000 -2.500000
5 49.8571441778 11.0713664000 -2.500000 4.166667
6 62.7015886222 11.0713664000 -4.166667 -0.833333
7 11.1400991511 11.0713664000 2.516890 -2.516874
8 11.0092544566 11.0092544566 2.484428 -2.484482
9 10.9348729317 10.9348729317 2.465497 -2.465590
10 10.8587872876 10.8587872876 2.445738 -2.445874
11 10.6691111152 10.6691111152 2.442603 -2.413735
12 10.2516611147 10.2516611147 2.462544 -2.352255
13 9.7279203486 9.7279203486 2.504160 -2.279468
14 9.2582173806 9.2582173806 2.555996 -2.217518
15 8.8310315771 8.8310315771 2.610406 -2.161767
16 8.4120019831 8.4120019831 2.665488 -2.105524
17 7.9863308493 7.9863308493 2.719215 -2.045280
18 7.5484932411 7.5484932411 2.768373 -1.978750
19 7.1006472170 7.1006472170 2.808442 -1.904698
20 6.6584627290 6.6584627290 2.833993 -1.824358
21 6.2520630922 6.2520630922 2.840266 -1.742357
22 5.9201039418 5.9201039418 2.825241 -1.666393
23 5.7004068083 5.7004068083 2.791677 -1.606124
24 5.6120867253 5.6120867253 2.750334 -1.570583
25 5.6074619669 5.6074619669 2.723652 -1.558890
26 5.5782756793 5.5782756793 2.724488 -1.552569
27 5.5207173563 5.5207173563 2.720318 -1.537663
28 5.2774487639 5.2774487639 2.746000 -1.491612
29 4.8707190274 4.8707190274 2.789076 -1.411641
30 4.5070749690 4.5070749690 2.835180 -1.339614
31 4.1949609796 4.1949609796 2.880020 -1.276775
32 3.9033939411 3.9033939411 2.925243 -1.216409
33 3.6282586609 3.6282586609 2.970442 -1.157445
34 3.3702294344 3.3702294344 3.014804 -1.099941
35 3.1276242213 3.1276242213 3.057748 -1.043419
36 2.8976520364 2.8976520364 3.098043 -0.986844
37 2.6749461019 2.6749461019 3.131683 -0.927468
38 2.4568285508 2.4568285508 3.146470 -0.860751
39 2.2806852357 2.2806852357 3.130259 -0.795287
40 2.1960381664 2.1960381664 3.095031 -0.752710
41 2.1814347792 2.1814347792 3.068037 -0.736996
42 2.1753437056 2.1753437056 3.062814 -0.732680
43 2.1662204243 2.1662204243 3.061560 -0.728834
44 2.1548583653 2.1548583653 3.059198 -0.723700
45 2.1108082236 2.1108082236 3.065321 -0.709910
46 1.9727233830 1.9727233830 3.097684 -0.670835
47 1.7845801075 1.7845801075 3.139978 -0.613601
48 1.6232565101 1.6232565101 3.179565 -0.562370
49 1.4908312414 1.4908312414 3.215174 -0.518685
50 1.3706802947 1.3706802947 3.249798 -0.477340
51 1.2571827485 1.2571827485 3.283952 -0.436241
52 1.1482672806 1.1482672806 3.314349 -0.393506
53 1.0347187900 1.0347187900 3.321569 -0.338950
54 0.9452756002 0.9452756002 3.301933 -0.285474
55 0.9029613054 0.9029613054 3.276291 -0.252856
56 0.8905381731 0.8905381731 3.259730 -0.239298
57 0.8860922263 0.8860922263 3.254114 -0.234447
58 0.8818054424 0.8818054424 3.252635 -0.231363
59 0.8769435352 0.8769435352 3.251341 -0.228010
60 0.8706802869 0.8706802869 3.250048 -0.223827
61 0.8463292058 0.8463292058 3.257583 -0.212745
62 0.7784243533 0.7784243533 3.288122 -0.184536
63 0.6928717226 0.6928717226 3.325007 -0.145264
64 0.6221413900 0.6221413900 3.357601 -0.110585
65 0.5696712810 0.5696712810 3.383763 -0.083464
66 0.5269948801 0.5269948801 3.405997 -0.060187
67 0.4849173488 0.4849173488 3.424180 -0.034676
68 0.4313791128 0.4313791128 3.416733 0.008856
69 0.3884345753 0.3884345753 3.400282 0.049890
70 0.3651469489 0.3651469489 3.385275 0.076050
71 0.3549969147 0.3549969147 3.375199 0.089508
72 0.3505323726 0.3505323726 3.370034 0.095925
73 0.3476699882 0.3476699882 3.367898 0.099563
74 0.3449578632 0.3449578632 3.366884 0.102571
75 0.3418961474 0.3418961474 3.366167 0.105789
76 0.3375938746 0.3375938746 3.366014 0.109940
77 0.3173682600 0.3173682600 3.383155 0.121494
78 0.2828738007 0.2828738007 3.412543 0.143135
79 0.2499912075 0.2499912075 3.440789 0.166318
80 0.2265655463 0.2265655463 3.462286 0.184171
81 0.2112101237 0.2112101237 3.477147 0.196598
82 0.2005595178 0.2005595178 3.487477 0.205723
83 0.1918654638 0.1918654638 3.494900 0.213791
84 0.1792229908 0.1792229908 3.495140 0.228998
85 0.1604635004 0.1604635004 3.483476 0.256621
86 0.1443648971 0.1443648971 3.473583 0.282304
87 0.1339968739 0.1339968739 3.466525 0.300342
88 0.1280438978 0.1280438978 3.462046 0.311422
89 0.1245697817 0.1245697817 3.459469 0.318078
90 0.1222774279 0.1222774279 3.458088 0.322400
91 0.1204786889 0.1204786889 3.457397 0.325638
92 0.1188054867 0.1188054867 3.457091 0.328509
93 0.1170435044 0.1170435044 3.457049 0.331417
94 0.1148822642 0.1148822642 3.457513 0.334752
95 0.1102045749 0.1102045749 3.462459 0.340041
96 0.0990438196 0.0990438196 3.482326 0.349542
97 0.0865866542 0.0865866542 3.503964 0.362454
98 0.0771282898 0.0771282898 3.520974 0.373666
99 0.0711896921 0.0711896921 3.532244 0.381349
100 0.0676662062 0.0676662062 3.539102 0.386209
