evaluations raw_y raw_y_best x0 x1
1 23.2608236089 23.2608236089 -0.833333 0.833333
2 4.3034902756 4.3034902756 -4.166667 -0.833333
3 69.9959347200 4.3034902756 2.500000 2.500000
4 3.5843791644 3.5843791644 -2.500000 -4.166667
5 114.8474902756 3.5843791644 4.166667 4.166667
6 22.5417124978 3.5843791644 0.833333 -2.500000
7 3.5564450432 3.5564450432 -2.500169 -4.155863
8 3.5243119269 3.5243119269 -2.501179 -4.144228
9 3.4854169325 3.4854169325 -2.503257 -4.130962
10 3.4349204272 3.4349204272 -2.509330 -4.117350
11 3.3600645865 3.3600645865 -2.527225 -4.106929
12 3.2776680652 3.2776680652 -2.553076 -4.101916
13 3.2125639686 3.2125639686 -2.578147 -4.102628
14 3.1708072875 3.1708072875 -2.597540 -4.106365
15 3.1441996423 3.1441996423 -2.611145 -4.109898
16 3.1233557138 3.1233557138 -2.621338 -4.112066
17 3.1043226523 3.1043226523 -2.630350 -4.113663
18 3.0859151763 3.0859151763 -2.639366 -4.115450
19 3.0687087545 3.0687087545 -2.648705 -4.117988
20 3.0521905660 3.0521905660 -2.658170 -4.120856
21 2.9547432709 2.9547432709 -2.665190 -4.087870
22 2.7979140498 2.7979140498 -2.681981 -4.038546
23 2.6414010566 2.6414010566 -2.700532 -3.988814
24 2.5086524893 2.5086524893 -2.717018 -3.945383
25 2.3848104866 2.3848104866 -2.734589 -3.905464
26 2.2442627555 2.2442627555 -2.761848 -3.866367
27 2.0762392010 2.0762392010 -2.809352 -3.833912
28 1.9192568378 1.9192568378 -2.867124 -3.815454
29 1.8100140590 1.8100140590 -2.918765 -3.812533
30 1.7499388975 1.7499388975 -2.956592 -3.819343
31 1.7229463328 1.7229463328 -2.979996 -3.828206
32 1.7091728218 1.7091728218 -2.992766 -3.833268
33 1.6950746044 1.6950746044 -3.001451 -3.834094
34 1.6603448063 1.6603448063 -3.012917 -3.826490
35 1.5540445996 1.5540445996 -3.031161 -3.785912
36 1.4117268727 1.4117268727 -3.058468 -3.730781
37 1.2907368182 1.2907368182 -3.080887 -3.679329
38 1.1986594246 1.1986594246 -3.096694 -3.636005
39 1.1224976746 1.1224976746 -3.108633 -3.596634
40 1.0559456546 1.0559456546 -3.117058 -3.557821
41 1.0101863512 1.0101863512 -3.114148 -3.518998
42 1.0042170411 1.0042170411 -3.096946 -3.491972
43 0.9968607959 0.9968607959 -3.097601 -3.486706
44 0.9877092628 0.9877092628 -3.098520 -3.480231
45 0.9393361067 0.9393361067 -3.123067 -3.471946
46 0.8486546128 0.8486546128 -3.170602 -3.455169
47 0.7578486043 0.7578486043 -3.221484 -3.437788
48 0.6899209468 0.6899209468 -3.263444 -3.425892
49 0.6394710804 0.6394710804 -3.297651 -3.418199
50 0.5987131463 0.5987131463 -3.328574 -3.413862
51 0.5712008448 0.5712008448 -3.358800 -3.419581
52 0.5670405532 0.5670405532 -3.379681 -3.436267
53 0.5626477713 0.5626477713 -3.384292 -3.436606
54 0.5575805665 0.5575805665 -3.389308 -3.436666
55 0.5344134289 0.5344134289 -3.396782 -3.422182
56 0.4796582731 0.4796582731 -3.410570 -3.382010
57 0.4193621816 0.4193621816 -3.428753 -3.336263
58 0.3743374796 0.3743374796 -3.442475 -3.298407
59 0.3443599636 0.3443599636 -3.451090 -3.270234
60 0.3237236803 0.3237236803 -3.456127 -3.248336
61 0.3098913476 0.3098913476 -3.456976 -3.229570
62 0.3058619321 0.3058619321 -3.449818 -3.213876
63 0.3037649317 0.3037649317 -3.448265 -3.208430
64 0.2998724755 0.2998724755 -3.450271 -3.205126
65 0.2781127614 0.2781127614 -3.474905 -3.204668
66 0.2438057725 0.2438057725 -3.514245 -3.200611
67 0.2136163989 0.2136163989 -3.551081 -3.195336
68 0.1936310125 0.1936310125 -3.577868 -3.191880
69 0.1814288365 0.1814288365 -3.595606 -3.189975
70 0.1736204072 0.1736204072 -3.607582 -3.188804
71 0.1679852411 0.1679852411 -3.616324 -3.187752
72 0.1628668007 0.1628668007 -3.623457 -3.185820
73 0.1487047724 0.1487047724 -3.625833 -3.163186
74 0.1306516291 0.1306516291 -3.629548 -3.132000
75 0.1164911779 0.1164911779 -3.633738 -3.105912
76 0.1077014690 0.1077014690 -3.636595 -3.088288
77 0.1026028780 0.1026028780 -3.638407 -3.077501
78 0.0994714495 0.0994714495 -3.639774 -3.070911
79 0.0972393430 0.0972393430 -3.641069 -3.066525
80 0.0953432497 0.0953432497 -3.642494 -3.063188
81 0.0934343861 0.0934343861 -3.644243 -3.060219
82 0.0910828506 0.0910828506 -3.646915 -3.057248
83 0.0859742598 0.0859742598 -3.655922 -3.055259
84 0.0759456282 0.0759456282 -3.678373 -3.056333
85 0.0657349806 0.0657349806 -3.702471 -3.055769
86 0.0584747208 0.0584747208 -3.721013 -3.054743
87 0.0541214295 0.0541214295 -3.732964 -3.053962
88 0.0516097935 0.0516097935 -3.740139 -3.053382
89 0.0500831610 0.0500831610 -3.744477 -3.052852
90 0.0490285058 0.0490285058 -3.747351 -3.052303
91 0.0481782788 0.0481782788 -3.749542 -3.051706
92 0.0474134213 0.0474134213 -3.751423 -3.051058
93 0.0466689634 0.0466689634 -3.753182 -3.050339
94 0.0459017207 0.0459017207 -3.754922 -3.049510
95 0.0450586903 0.0450586903 -3.756746 -3.048491
96 0.0440372520 0.0440372520 -3.758757 -3.047044
97 0.0425138828 0.0425138828 -3.760928 -3.044073
98 0.0388537470 0.0388537470 -3.762072 -3.032767
99 0.0338210151 0.0338210151 -3.763372 -3.015254
100 0.0295772568 0.0295772568 -3.765630 -2.999714
