evaluations raw_y raw_y_best x0 x1
1 13.8691579022 13.8691579022 0.833333 -0.833333
2 2.3580467911 2.3580467911 4.166667 2.500000
3 55.4931579022 2.3580467911 -0.833333 -4.166667
4 29.3713801244 2.3580467911 -2.500000 4.166667
5 48.7731579022 2.3580467911 -4.166667 0.833333
6 24.2949356800 2.3580467911 2.500000 -2.500000
7 2.3502286045 2.3502286045 4.164236 2.497435
8 2.3312339298 2.3312339298 4.158297 2.491187
9 2.3003748424 2.3003748424 4.148547 2.480934
10 2.2643704574 2.2643704574 4.137007 2.468829
11 2.2293436909 2.2293436909 4.125602 2.456986
12 2.1688206582 2.1688206582 4.105151 2.458883
13 2.0888920574 2.0888920574 4.077392 2.472445
14 2.0184742262 2.0184742262 4.052112 2.490655
15 1.9694308812 1.9694308812 4.033824 2.508213
16 1.9368631157 1.9368631157 4.021253 2.522395
17 1.9123654724 1.9123654724 4.011609 2.533274
18 1.8901939308 1.8901939308 4.002807 2.542417
19 1.8671728639 1.8671728639 3.993580 2.551496
20 1.8399281001 1.8399281001 3.982585 2.561401
21 1.7469164436 1.7469164436 3.949474 2.542461
22 1.6072959795 1.6072959795 3.897422 2.516788
23 1.4747361443 1.4747361443 3.845508 2.491043
24 1.3680732362 1.3680732362 3.801756 2.467396
25 1.2764406823 1.2764406823 3.762448 2.445509
26 1.1869761592 1.1869761592 3.722283 2.425733
27 1.0823600397 1.0823600397 3.673145 2.420628
28 0.9713759910 0.9713759910 3.618290 2.440794
29 0.8906712415 0.8906712415 3.575479 2.472232
30 0.8479167569 0.8479167569 3.550649 2.501159
31 0.8288906935 0.8288906935 3.538389 2.521000
32 0.8186793355 0.8186793355 3.531553 2.531707
33 0.8089078695 0.8089078695 3.525396 2.537563
34 0.7931555731 0.7931555731 3.516023 2.541539
35 0.7357104645 0.7357104645 3.484948 2.524947
36 0.6491711470 0.6491711470 3.435181 2.500384
37 0.5721980180 0.5721980180 3.387681 2.475699
38 0.5165174414 0.5165174414 3.350986 2.454158
39 0.4748436889 0.4748436889 3.321844 2.435039
40 0.4411076282 0.4411076282 3.296867 2.416140
41 0.4188032516 0.4188032516 3.278990 2.391961
42 0.4169251490 0.4169251490 3.275661 2.366743
43 0.4093859552 0.4093859552 3.269791 2.366959
44 0.3815594386 0.3815594386 3.248320 2.375291
45 0.3318783408 0.3318783408 3.208030 2.395746
46 0.2852115127 0.2852115127 3.166750 2.416783
47 0.2534179484 0.2534179484 3.136151 2.434691
48 0.2334076301 0.2334076301 3.115437 2.448853
49 0.2204526406 0.2204526406 3.101136 2.460574
50 0.2122637345 0.2122637345 3.091392 2.471444
51 0.2085842585 0.2085842585 3.086205 2.482045
52 0.2057670791 0.2057670791 3.082474 2.486867
53 0.1879474270 0.1879474270 3.064278 2.469319
54 0.1609352506 0.1609352506 3.033564 2.445194
55 0.1382277930 0.1382277930 3.004577 2.424153
56 0.1238998894 0.1238998894 2.984331 2.409149
57 0.1154885067 0.1154885067 2.971508 2.399539
58 0.1101391598 0.1101391598 2.962964 2.393568
59 0.1060086922 0.1060086922 2.956247 2.389906
60 0.1015131923 0.1015131923 2.949056 2.388529
61 0.0910339640 0.0910339640 2.933359 2.400771
62 0.0775022079 0.0775022079 2.911100 2.420047
63 0.0668928617 0.0668928617 2.891288 2.435955
64 0.0604260326 0.0604260326 2.877848 2.446635
65 0.0567608934 0.0567608934 2.869647 2.452974
66 0.0545333597 0.0545333597 2.864471 2.456559
67 0.0529433654 0.0529433654 2.860735 2.458648
68 0.0515853443 0.0515853443 2.857546 2.459984
69 0.0502417869 0.0502417869 2.854398 2.460908
70 0.0487252184 0.0487252184 2.850864 2.461452
71 0.0465635434 0.0465635434 2.845959 2.460764
72 0.0416059726 0.0416059726 2.835319 2.451532
73 0.0350475051 0.0350475051 2.819775 2.436579
74 0.0298158902 0.0298158902 2.805448 2.424282
75 0.0266090678 0.0266090678 2.795557 2.416288
76 0.0248154207 0.0248154207 2.789572 2.411770
77 0.0237604197 0.0237604197 2.785909 2.409362
78 0.0230429311 0.0230429311 2.783385 2.408044
79 0.0224698959 0.0224698959 2.781366 2.407246
80 0.0219526682 0.0219526682 2.779538 2.406690
81 0.0214485383 0.0214485383 2.777748 2.406254
82 0.0209356868 0.0209356868 2.775915 2.405900
83 0.0203950197 0.0203950197 2.773972 2.405627
84 0.0197987969 0.0197987969 2.771820 2.405472
85 0.0190963815 0.0190963815 2.769289 2.405586
86 0.0181308046 0.0181308046 2.765860 2.406563
87 0.0163559654 0.0163559654 2.759726 2.411526
88 0.0138802310 0.0138802310 2.750469 2.421343
89 0.0117928850 0.0117928850 2.741353 2.430205
90 0.0104798394 0.0104798394 2.734789 2.436031
91 0.0097427760 0.0097427760 2.730763 2.439285
92 0.0093151055 0.0093151055 2.728324 2.440997
93 0.0090332471 0.0090332471 2.726698 2.441912
94 0.0088150023 0.0088150023 2.725439 2.442463
95 0.0086254404 0.0086254404 2.724345 2.442849
96 0.0084496078 0.0084496078 2.723327 2.443154
97 0.0082782677 0.0082782677 2.722325 2.443437
98 0.0081108300 0.0081108300 2.721337 2.443693
99 0.0079464942 0.0079464942 2.720361 2.443921
100 0.0077837906 0.0077837906 2.719382 2.444149
